,player,age,position,Rating,Team,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB
26,Sofian Kiyine ,21, Midfielder,6.39,Chievo,182,72,7(9),601,-,-,6,-,0.9,80.4,0.6,-,-,-,0.9,0.4,1.4,0.3,-,0.8,0.9,1.3,0.6,1.5,0.1,0.3,0.4,-,-,-,0.4,15.6,80.4,0.4,1.2,-
27,Stefano Sorrentino ,40, GK,6.7,Chievo,186,84,28,2519,-,-,2,-,-,63.6,0.1,1,-,-,-,-,-,0.1,-,-,-,-,0.1,-,-,0.6,-,-,-,-,-,25.8,63.6,-,8.5,-
28,Strahinja Tanasijevic ,21, Defender,5.42,Chievo,183,73,1(1),18,-,-,1,1,0.5,92.9,-,-,-,-,0.5,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,7.0,92.9,-,-,-
29,Valter Birsa ,32," M(CLR),FW",6.57,Chievo,184,83,12(5),1103,2,2,1,-,0.9,80.5,0.5,-,2,2,0.9,1.4,0.8,0.7,0.2,1.4,2,0.8,0.4,0.6,-,0.7,0.8,0.1,-,2,1.4,29.3,80.5,0.8,1.6,0.1
0,Alban Lafont ,20, GK,6.63,Fiorentina,193,82,25,2206,-,-,2,-,-,59.4,0.2,1,-,-,-,-,-,0.3,-,-,-,-,-,-,-,0.7,-,-,1,-,-,25.1,59.4,-,5.6,-
1,Bartlomiej Dragowski ,21, GK,6.55,Fiorentina,191,74,2(1),225,-,-,-,-,-,64.2,0.3,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,1.3,-,-,-,-,-,31.7,64.2,-,7,-
2,Bryan Dabo ,27," D(R),M(CR)",6.32,Fiorentina,187,75,1(14),334,1,1,3,-,0.3,75.5,0.9,-,1,1,0.3,0.4,0.1,0.5,0.1,0.3,0.4,0.1,0.2,0.4,-,0.8,-,0.1,-,1,0.4,10.3,75.5,-,0.3,0.1
3,Christian Nørgaard ,25, Midfielder,6.78,Fiorentina,185,76,4(1),318,-,-,-,-,-,83.4,2.6,-,-,-,-,0.4,0.4,0.6,-,0.6,0.6,0.8,2,2.2,-,2.8,0.6,-,-,-,0.4,33.8,83.4,-,1.4,-
4,Cristiano Biraghi ,26," D(L),M(L)",6.9,Fiorentina,185,78,28,2476,1,3,6,-,1.1,75.8,1.1,1,1,3,1.1,1.4,0.4,0.6,0.1,0.3,1.1,1.5,1.3,1,0.2,2.8,0.6,0.5,-,3,1.4,35.8,75.8,1.4,1.6,-
5,Cyril Théréau ,35," AM(CL),FW",6.0,Fiorentina,189,78,0(2),28,-,-,1,-,0.5,100.0,-,-,-,-,0.5,-,-,-,-,-,-,-,-,0.5,-,0.5,-,-,-,-,-,5.0,100.0,-,-,-
6,David Hancko ,21, Defender,6.44,Fiorentina,188,0,2(2),193,-,-,-,-,0.5,67.1,1.5,-,-,-,0.5,0.3,-,0.5,-,0.5,0.5,1.8,-,-,-,1.8,-,-,-,-,0.3,18.3,67.1,-,1.3,-
7,Dusan Vlahovic ,19, Forward,5.92,Fiorentina,190,75,1(4),92,-,-,-,-,1.4,60.9,0.4,-,-,-,1.4,0.4,-,0.2,-,0.8,1.6,-,-,1,-,0.8,-,-,-,-,0.4,4.6,60.9,-,-,-
8,Edimilson Fernandes ,22, M(CR),6.56,Fiorentina,190,70,19(5),1636,2,-,7,1,0.8,84.5,0.8,1,2,-,0.8,0.9,0.8,0.7,-,1.3,1.3,1.3,0.9,1.3,-,1.1,0.6,0.3,-,-,0.9,28.4,84.5,0.2,1.8,-
9,Federico Ceccherini ,26, D(C),6.65,Fiorentina,186,72,8(4),724,-,-,3,-,0.1,83.3,2.5,-,-,-,0.1,0.2,0.3,1.5,0.1,0.1,0.5,0.8,1.5,1.3,-,2.5,0.3,0.5,-,-,0.2,32.9,83.3,0.1,1.9,0.1
10,Federico Chiesa ,21, M(LR),7.1,Fiorentina,175,70,27(1),2373,6,3,4,-,3.9,73.6,0.3,3,6,3,3.9,1.6,2.4,1.7,0.3,1.8,3,1.2,0.3,1.5,-,0.1,0.8,-,-,3,1.6,23.3,73.6,0.4,0.8,0.1
11,Germán Pezzella ,27, D(C),7.09,Fiorentina,187,82,25,2225,1,1,5,-,0.6,85.4,3.7,1,1,1,0.6,0.1,0.1,1,-,0.2,0.6,1.8,2,1,0.4,5.1,0.7,0.8,-,1,0.1,49.5,85.4,-,3.9,-
12,Gerson ,21, AM(CR),6.78,Fiorentina,175,66,22(5),1944,2,3,6,-,1.3,80.8,1.1,-,2,3,1.3,1.2,1,2.5,0.1,1.3,1.1,1.1,0.5,1.4,-,0.9,0.8,0.3,-,3,1.2,31.9,80.8,0.1,1.9,0.1
13,Giovanni Simeone ,23," AM(R),FW",6.72,Fiorentina,180,81,22(7),2038,6,3,1,-,1.8,66.2,1.2,1,6,3,1.8,0.9,0.8,1.6,0.5,1.8,2.6,1.1,0.1,1.1,-,0.4,0.6,0.1,-,3,0.9,9.3,66.2,0.1,0.1,0.1
14,Jordan Veretout ,26, M(C),7.11,Fiorentina,177,67,25,2224,5,3,10,-,1.3,81.1,1,3,5,3,1.3,2.5,0.5,1.1,-,0.8,1,2,1.5,1.5,0.1,1.8,0.9,0.2,-,3,2.5,54.2,81.1,1.3,3.9,0.1
15,Kevin Mirallas ,31," M(CLR),FW",6.48,Fiorentina,182,72,9(10),850,2,1,2,-,0.9,74.4,0.4,-,2,1,0.9,1,0.4,1,0.1,0.7,1.3,0.5,0.2,0.5,-,0.2,0.4,-,-,1,1,11.7,74.4,0.7,0.4,-
16,Luis Muriel ,27," AM(CL),FW",7.2,Fiorentina,179,79,9(1),806,6,-,-,-,2.4,62.7,0.8,1,6,-,2.4,1.1,1.8,1.1,0.2,1.8,2.9,0.8,0.1,1,-,-,0.4,-,-,-,1.1,18.5,62.7,0.2,0.3,0.1
17,Marco Benassi ,24, AM(CR),6.63,Fiorentina,183,80,22(2),1730,7,-,5,1,1.9,75.4,0.4,1,7,-,1.9,1,0.4,0.8,-,0.5,1.2,1.1,0.3,0.8,-,1,0.9,-,-,-,1,23.2,75.4,0.3,0.5,-
18,Marko Pjaca ,23," AM(L),FW",6.43,Fiorentina,186,83,8(11),746,1,1,1,-,1,76.1,0.6,-,1,1,1,0.8,0.6,0.8,-,0.7,1.2,0.5,0.4,0.5,-,0.3,0.2,-,-,1,0.8,11.0,76.1,-,0.3,-
19,Nikola Milenkovic ,21, D(CR),6.92,Fiorentina,195,80,25,2200,2,-,6,1,0.8,77.6,3,2,2,-,0.8,0.1,0.3,0.6,0.1,0.2,0.4,1.9,1.5,1.8,0.2,3.8,0.4,0.6,-,-,0.1,45.2,77.6,0.1,3.2,-
20,Pietro Terracciano ,29, GK,6.95,Fiorentina,193,85,2,180,-,-,-,-,-,58.3,1,1,-,-,-,-,-,0.5,-,-,-,-,-,-,-,1.5,-,-,-,-,-,24.0,58.3,-,3.5,-
21,Riccardo Sottil ,19, Forward,6.04,Fiorentina,0,0,0(2),18,-,-,-,-,0.5,87.5,-,-,-,-,0.5,-,-,-,-,-,0.5,0.5,-,-,-,-,-,-,-,-,-,4.0,87.5,-,-,-
22,Tòfol Montiel ,18, Midfielder,6.27,Fiorentina,178,0,0(1),5,-,-,-,-,1,60.0,-,-,-,-,1,2,-,-,-,-,1,-,-,-,-,-,-,-,-,-,2,5.0,60.0,-,-,-
23,Valentin Eysseric ,27, AM(CLR),6.59,Fiorentina,181,73,4(4),357,-,1,1,-,0.5,81.8,0.8,-,-,1,0.5,1.5,0.1,0.9,0.1,0.9,1.6,0.8,0.5,1.3,-,-,0.3,0.1,-,1,1.5,19.9,81.8,0.5,1.1,0.1
24,Vincent Laurini ,29, D(R),6.44,Fiorentina,173,72,7(5),672,-,-,2,-,0.2,80.0,1.3,-,-,-,0.2,0.4,0.5,1.2,-,0.5,0.6,0.7,0.6,0.8,-,1.5,0.3,0.3,-,-,0.4,24.6,80.0,0.8,2.3,-
25,Vitor Hugo ,27, D(C),6.88,Fiorentina,187,80,22(3),2019,-,2,7,1,0.5,85.6,2.5,1,-,2,0.5,0.2,0.1,0.7,-,0.2,0.4,2.3,2.4,1.6,0.6,4.9,0.3,0.4,-,2,0.2,39.0,85.6,-,2.3,-
0,Andrea Beghetto ,24, M(L),6.59,Frosinone,182,74,16(2),1432,-,2,2,-,1,69.7,0.2,-,-,2,1,2,0.3,0.2,-,0.4,0.7,1,0.7,0.9,0.2,1.6,0.4,0.2,-,2,2,27.7,69.7,1.8,2,-
1,Andrea Pinamonti ,19, FW,6.47,Frosinone,188,72,11(9),1064,4,-,2,-,1.7,71.6,2.3,-,4,-,1.7,0.5,0.5,0.9,0.3,0.9,1.7,0.5,0.1,1.1,-,0.7,0.6,0.2,-,-,0.5,13.6,71.6,0.1,0.5,-
2,Bartosz Salamon ,27, D(C),6.64,Frosinone,196,84,17(1),1544,-,-,3,-,0.4,82.2,2.3,1,-,-,0.4,0.1,0.1,0.3,-,0.1,0.2,0.8,1.5,1.1,0.5,7.2,0.4,1.1,-,-,0.1,37.7,82.2,-,2.8,-
3,Camillo Ciano ,29, FW,6.73,Frosinone,176,73,22(4),1946,7,3,8,-,2.2,74.4,0.7,2,7,3,2.2,1.7,0.5,2.7,0.6,2,2.1,1,0.2,1.9,-,0.3,1.3,0.1,-,3,1.7,23.0,74.4,1.2,1.5,-
4,Cristian Molinaro ,35," D(L),M(L)",6.5,Frosinone,182,82,13(1),1161,-,-,3,-,0.1,70.5,1.4,-,-,-,0.1,1,0.5,1.6,0.3,0.3,0.4,1.1,1.1,1.1,0.1,2.6,0.4,0.3,-,-,1,31.3,70.5,0.8,2.4,-
5,Daniel Ciofani ,33, FW,6.54,Frosinone,191,82,14(9),1299,3,1,1,-,1.7,64.2,4.1,-,3,1,1.7,0.5,-,0.6,0.2,0.5,1,0.2,-,0.9,-,0.3,0.1,-,-,1,0.5,11.7,64.2,-,0.2,-
6,Danilo Soddimo ,31, AM(L),6.32,Frosinone,180,70,1(9),244,-,1,2,-,0.6,80.0,0.6,-,-,1,0.6,0.8,0.2,0.4,-,0.5,0.7,1.1,0.7,0.9,-,0.2,0.3,0.1,-,1,0.8,10.0,80.0,0.6,0.5,-
7,Edoardo Goldaniga ,25, D(C),6.6,Frosinone,193,87,23,2070,1,1,5,-,0.5,76.0,2.3,1,1,1,0.5,0.2,0.2,1.1,0.1,0.3,0.6,1.6,1.8,1.4,0.4,4,0.4,0.5,-,1,0.2,35.2,76.0,-,2.8,-
8,Emil Hallfredsson ,34, AM(C),6.01,Frosinone,185,83,5(1),393,-,-,2,-,0.2,84.6,0.2,-,-,-,0.2,0.7,0.2,0.5,-,1,0.5,1.7,0.3,1.7,0.2,0.5,1.5,0.2,-,-,0.7,24.8,84.6,-,1.3,-
9,Federico Dionisi ,31," AM(L),FW",5.98,Frosinone,179,68,0(2),17,-,-,1,-,1,66.7,0.5,-,-,-,1,-,-,0.5,-,0.5,1,0.5,-,1,-,-,-,-,-,-,-,4.5,66.7,-,-,-
10,Federico Viviani ,27, DMC,6.49,Frosinone,180,75,5,341,-,-,1,-,0.8,84.6,0.8,-,-,-,0.8,0.6,0.6,1,-,0.8,0.6,1.2,1.6,0.8,-,0.4,1,0.6,-,-,0.6,42.8,84.6,0.6,3.6,-
11,Francesco Cassata ,21, AM(C),6.32,Frosinone,183,76,12(5),997,1,2,9,1,0.8,79.7,0.4,-,1,2,0.8,0.6,1,1.1,-,0.7,1.2,1.1,0.4,1.6,0.1,0.7,0.7,0.1,-,2,0.6,17.4,79.7,0.1,1.5,-
12,Francesco Zampano ,25," D(R),M(R)",6.32,Frosinone,177,72,21(1),1861,-,1,1,-,0.6,72.6,0.7,-,-,1,0.6,0.6,0.4,1.1,0.2,0.7,1,1.4,0.5,1.3,0.1,1.6,0.5,0.1,-,1,0.6,26.9,72.6,0.6,0.7,-
13,Joaquín Ardáiz ,20, Forward,6.16,Frosinone,184,81,0(1),19,-,-,-,-,-,40.0,1,-,-,-,-,-,1,-,-,1,-,-,-,1,-,-,-,-,-,-,-,5.0,40.0,-,-,-
14,Joel Campbell ,26," AM(LR),FW",6.29,Frosinone,178,71,11(6),894,-,3,4,-,0.8,76.8,0.1,-,-,3,0.8,0.6,0.8,2.1,0.5,1.5,2.1,0.9,0.2,0.9,-,0.1,0.8,-,-,3,0.6,14.9,76.8,0.1,0.8,-
15,Lorenzo Ariaudo ,29, D(C),6.63,Frosinone,186,76,12,1054,-,-,1,-,0.3,84.6,2.6,-,-,-,0.3,0.3,0.3,1.1,-,0.1,0.2,0.8,0.7,0.7,0.3,5.3,0.3,1.3,1,-,0.3,33.6,84.6,-,2.8,-
16,Lorenzo Crisetig ,26, M(C),6.42,Frosinone,183,80,5(3),505,-,-,3,-,-,85.6,0.9,-,-,-,-,0.1,0.1,1.4,-,0.1,0.5,1.8,1.5,1.9,-,1.4,1.1,0.4,-,-,0.1,25.3,85.6,0.1,1.8,-
17,Luca Matarese ,20, Forward,5.92,Frosinone,177,0,0(2),14,-,-,1,-,-,75.0,-,-,-,-,-,-,0.5,-,-,0.5,1,-,-,0.5,-,-,-,-,-,-,-,2.0,75.0,-,-,-
18,Luca Paganini ,25, M(R),6.62,Frosinone,178,70,4(1),367,1,-,-,-,2,83.3,2.4,-,1,-,2,0.6,0.4,2,-,1.2,1.4,1.4,1.2,1.4,0.2,1.2,1.4,0.8,-,-,0.6,22.8,83.3,-,0.8,-
19,Luca Valzania ,23, M(C),6.78,Frosinone,182,76,3(1),276,1,-,2,-,2,85.0,1,-,1,-,2,0.5,0.5,0.5,-,-,1.3,2.8,1.3,1.3,-,0.5,2.3,-,-,-,0.5,20.0,85.0,-,1.3,-
20,Luka Krajnc ,24, D(C),6.57,Frosinone,188,80,9,790,-,-,3,-,0.3,81.2,2.8,-,-,-,0.3,0.1,0.3,0.4,-,-,-,1.1,1.2,0.6,0.7,4.6,0.1,0.3,-,-,0.1,41.4,81.2,0.1,2.2,-
21,Marcello Trotta ,26," AM(R),FW",6.13,Frosinone,188,85,0(6),94,-,-,-,-,0.8,80.0,0.2,-,-,-,0.8,0.2,-,0.2,-,0.3,1,0.5,0.2,0.2,-,-,-,-,-,-,0.2,6.7,80.0,-,0.3,-
22,Marco Capuano ,27, D(CL),6.59,Frosinone,185,80,21,1773,-,-,2,1,0.3,83.9,2.2,1,-,-,0.3,0.2,-,0.3,-,0.2,0.4,2,1.4,0.6,0.3,3.8,0.6,1.2,-,-,0.2,41.0,83.9,-,1.7,-
23,Marco Sportiello ,26, GK,6.73,Frosinone,192,87,29,2610,-,-,4,-,-,62.2,0.2,2,-,-,-,-,-,0.1,-,-,-,-,-,-,-,0.3,-,-,-,-,-,28.1,62.2,-,5.6,-
24,Mirko Gori ,26, M(C),6.34,Frosinone,177,72,1(8),231,-,-,2,-,0.2,79.6,0.4,-,-,-,0.2,0.2,0.1,0.1,-,0.2,0.3,1.4,0.3,0.6,-,0.9,0.6,-,-,-,0.2,11.4,79.6,0.3,0.7,-
25,Nicolò Brighenti ,29, D(C),6.42,Frosinone,178,75,5,450,-,-,2,-,0.2,79.1,1,-,-,-,0.2,0.4,-,1.8,-,0.4,0.4,2.2,2.2,1,0.2,3.6,0.6,1,-,-,0.4,52.6,79.1,-,3,0.2
26,Paolo Ghiglione ,22, M(R),6.38,Frosinone,187,80,5(3),458,1,-,3,-,1,67.3,0.3,-,1,-,1,0.8,0.3,0.1,-,0.6,0.6,1,0.5,1,-,1.9,0.6,-,-,-,0.8,20.3,67.3,0.9,0.5,-
27,Paolo Sammarco ,36, M(C),6.68,Frosinone,181,76,0(2),75,-,-,-,-,1.5,78.2,1.5,-,-,-,1.5,1.5,-,1,-,-,1.5,2,-,1,-,-,-,-,-,-,1.5,27.5,78.2,0.5,2.5,-
28,Raffaele Maiello ,27, M(C),6.63,Frosinone,177,73,19(2),1650,-,-,4,-,0.2,82.6,0.3,-,-,-,0.2,0.5,0.8,1.5,-,0.7,0.9,1.6,1.1,0.5,-,1.3,0.4,0.4,-,-,0.5,45.6,82.6,0.1,4.9,-
29,Rai Vloet ,23, AM(C),6.26,Frosinone,188,75,1(4),120,-,-,-,-,1,86.5,0.2,-,-,-,1,0.8,-,0.6,-,0.4,0.2,0.8,-,0.4,-,0.2,0.6,-,-,-,0.8,7.4,86.5,0.2,0.4,-
30,Raman Chibsah ,26, M(C),6.56,Frosinone,177,72,28,2416,1,-,4,-,1.1,81.9,0.7,-,1,-,1.1,0.7,1.8,1,0.2,1.8,1.9,1.4,1.1,1.6,0.1,0.9,1.3,0.3,-,-,0.7,29.5,81.9,0.3,1.3,-
31,Stipe Perica ,23, FW,6.16,Frosinone,192,76,6(1),467,-,-,3,-,1.7,67.0,2.7,-,-,-,1.7,-,0.1,1,0.1,1.1,1.9,0.7,-,1.9,-,0.6,0.3,0.1,-,-,-,13.4,67.0,-,0.3,-
0,Aleksandar Kolarov ,33," D(CL),M(L)",7.04,Roma,187,81,24(1),2186,7,2,3,1,1.2,81,1.2,2,7,2,1.2,1.5,1,1.1,-,0.5,0.9,1.1,1.4,0.8,0.4,2.2,0.4,0.4,-,2,1.5,50.4,81,1.4,3,-
1,Alessandro Florenzi ,28," D(R),M(CLR)",6.81,Roma,173,67,18(4),1601,2,2,4,1,1,78.1,0.5,-,2,2,1,1.4,0.2,0.6,0.1,0.4,0.5,1.2,1.9,0.5,0.4,1.5,0.7,0.1,-,2,1.4,39.2,78.1,1.4,2,-
2,Ante Coric ,21, Midfielder,6.07,Roma,176,59,0(1),19,-,-,-,-,1,88.9,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,9.0,88.9,1,1,-
3,Antonio Mirante ,35, GK,7.21,Roma,193,79,2,180,-,-,-,-,-,78.7,1,-,-,-,-,-,0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,30.5,78.7,-,4.5,-
4,Bryan Cristante ,24, M(C),6.83,Roma,186,80,20(7),1825,4,3,9,-,1.3,81.3,1.9,1,4,3,1.3,0.8,1,0.4,-,0.9,0.9,1.9,0.8,1.9,-,1.1,0.9,0.1,-,3,0.8,36.7,81.3,0.1,1.9,0.1
5,Cengiz Ünder ,21, AM(LR),6.81,Roma,173,66,15(4),1194,3,5,1,-,1.8,80.5,0.3,1,3,5,1.8,1.5,0.9,1.5,0.2,0.7,1.8,0.3,0.5,0.4,-,0.2,0.4,-,-,5,1.5,23.3,80.5,0.8,1.1,0.1
6,Daniele De Rossi ,35," D(C),M(C)",6.7,Roma,184,83,12(3),1032,-,2,3,-,0.1,87.5,0.5,-,-,2,0.1,0.9,0.1,0.5,0.1,-,0.3,0.9,1.1,0.7,-,1.8,0.5,0.8,-,2,0.9,52.1,87.5,-,4.1,0.2
7,Davide Santon ,28, D(LR),6.6,Roma,187,77,10(6),937,-,1,-,-,0.2,87.9,0.5,-,-,1,0.2,0.9,0.8,0.7,-,0.2,0.8,0.9,0.9,0.8,0.1,0.9,0.3,0.4,-,1,0.9,33.4,87.9,0.4,1,0.1
8,Diego Perotti ,30," M(CLR),FW",6.77,Roma,179,70,4(5),446,3,-,1,-,0.9,77.5,0.3,-,3,-,0.9,1.4,1.6,1.1,0.1,0.8,1.1,0.8,0.2,0.3,-,0.1,0.8,-,-,-,1.4,21.2,77.5,0.8,0.6,-
9,Edin Dzeko ,33, FW,7.18,Roma,193,80,20(4),1860,7,3,7,-,4.2,72.8,3.4,4,7,3,4.2,1.1,1.1,1.2,0.3,1.5,2,0.4,-,1,-,0.8,0.4,-,-,3,1.1,21.3,72.8,0.2,1.5,0.1
10,Federico Fazio ,32, D(C),6.98,Roma,195,85,22(3),1995,4,-,5,-,0.8,86.3,3.3,1,4,-,0.8,0.2,0.4,0.5,-,0.2,0.4,0.8,1.5,0.8,0.9,4.7,0.4,1,-,-,0.2,42.3,86.3,-,2.6,-
11,Iván Marcano ,31, D(CL),6.91,Roma,189,77,8(1),721,-,-,-,-,0.2,87.3,2.9,-,-,-,0.2,0.4,0.3,0.3,-,0.2,-,0.9,2.6,1.1,0.7,4.2,0.3,0.7,-,-,0.4,52.4,87.3,-,3.7,-
12,Javier Pastore ,29, AM(CLR),6.57,Roma,187,78,5(6),450,2,-,-,-,1.1,85.6,0.3,-,2,-,1.1,1.1,0.7,0.1,-,0.5,1,0.8,0.3,0.7,-,0.5,0.8,-,-,-,1.1,26.5,85.6,0.5,1.2,0.1
13,Juan Jesus ,27, D(CL),6.43,Roma,185,83,10(4),955,1,-,2,-,0.1,93,0.9,-,1,-,0.1,0.1,-,0.4,-,0.2,0.1,1.9,0.7,0.7,1.5,1.4,0.6,0.5,1,-,0.1,42.0,93,0.1,3.4,-
14,Justin Kluivert ,19, AM(LR),6.6,Roma,171,66,10(12),993,1,3,1,-,0.8,83.8,0.4,-,1,3,0.8,1.1,0.8,0.7,0.1,0.6,1.4,0.8,-,0.7,-,0.3,0.4,-,-,3,1.1,13.5,83.8,0.5,0.3,-
15,Kevin Strootman ,29, DMC,7.09,Roma,187,78,1,90,-,-,-,-,-,77.8,2,-,-,-,-,2,-,-,-,-,3,2,3,1,-,2,3,-,-,-,2,36.0,77.8,-,-,1
16,Kostas Manolas ,27, D(C),6.82,Roma,189,83,22,1878,1,1,5,-,0.5,88,2.5,-,1,1,0.5,0.1,0.1,0.6,-,-,0.3,1.3,1.9,1.2,1.3,3.9,0.4,0.8,-,1,0.1,40.5,88,-,2.9,-
17,Lorenzo Pellegrini ,22, M(C),7.08,Roma,186,77,15(2),1291,2,3,5,-,1.6,78.1,0.9,2,2,3,1.6,2.6,1.2,1.3,0.1,1.5,2.2,1.8,0.4,1.4,-,0.9,0.8,0.1,-,3,2.6,36.5,78.1,1.6,1.1,0.2
18,Luca Pellegrini ,20, D(L),6.26,Roma,178,72,2(2),163,-,1,2,-,-,81.1,0.8,-,-,1,-,0.3,0.3,0.3,-,0.3,0.5,0.3,0.8,1,-,0.3,0.3,0.3,-,1,0.3,26.5,81.1,0.3,2.3,-
19,Nicolò Zaniolo ,19, AM(CR),6.79,Roma,190,79,14(6),1246,3,2,4,-,2,80.5,0.4,-,3,2,2,0.6,1.8,1.3,0.1,2.4,2.6,1.6,0.5,1.8,-,0.2,1.1,-,-,2,0.6,18.5,80.5,0.2,0.9,0.1
20,Patrik Schick ,23," AM(R),FW",6.62,Roma,186,73,13(7),1127,3,-,3,-,1.5,76,1.7,1,3,-,1.5,0.8,0.4,0.9,0.5,0.9,2.1,0.6,0.1,1.2,-,0.7,0.9,0.1,-,-,0.8,11.7,76,-,0.1,0.1
21,Rick Karsdorp ,24, D(R),6.45,Roma,184,80,6(2),521,-,1,-,-,-,78.7,0.5,-,-,1,-,0.4,0.8,0.1,-,0.8,0.5,0.9,1.1,0.6,0.3,1.3,0.8,0.3,-,1,0.4,35.9,78.7,0.6,2.8,0.1
22,Robin Olsen ,29, GK,6.54,Roma,196,86,27,2430,-,-,2,-,-,71.3,0.3,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,0.6,-,-,-,-,-,26.2,71.3,-,7,-
23,Stephan El Shaarawy ,26," AM(CLR),FW",7.3,Roma,178,72,16(4),1490,9,2,2,-,2.5,81.5,0.8,4,9,2,2.5,1.4,1.6,1.5,0.4,0.8,2,1.1,0.7,0.6,-,0.1,0.6,0.1,-,2,1.4,29.4,81.5,0.4,1.4,0.1
24,Steven Nzonzi ,30, M(C),6.99,Roma,196,75,23(1),2079,1,2,6,-,0.8,88.1,3.3,1,1,2,0.8,0.9,0.4,0.5,-,0.3,0.5,2,0.8,1,-,1.6,0.5,0.6,-,2,0.9,57.6,88.1,-,3.1,-
25,Zan Celar ,20, Forward,6.12,Roma,186,80,0(1),4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0,-,-,-,-
0,Alessio Romagnoli ,24, D(CL),6.89,AC Milan,185,75,25,2250,2,-,5,-,0.3,91.9,2.0,1,2,-,0.3,0.2,-,0.3,0.1,0.1,0.3,0.9,1.3,0.5,0.6,5.2,-,1,1,-,0.2,57.1,91.9,-,3.0,-
1,Andrea Conti ,25," D(R),M(R)",6.7,AC Milan,184,76,2(6),343,-,2,2,-,-,83.2,0.8,-,-,2,-,0.8,0.6,0.5,0.1,-,0.3,0.9,1.3,1,-,0.3,0.5,-,-,2,0.8,27.5,83.2,0.9,0.5,-
2,Cristián Zapata ,32, D(C),6.96,AC Milan,187,82,10,824,-,-,3,-,0.2,92.0,2.3,1,-,-,0.2,0.2,0.1,0.7,-,0.2,0.3,1.9,0.7,0.7,0.5,4.3,0.2,1.4,-,-,0.2,52.6,92.0,-,1.5,-
3,Davide Calabria ,22," D(LR),M(R)",6.86,AC Milan,177,70,20(4),1803,1,1,5,-,0.4,82.9,0.5,-,1,1,0.4,0.7,0.5,0.8,-,0.6,1,3,1.2,0.6,0.3,2.3,1.3,-,-,1,0.7,47.9,82.9,0.5,1.9,-
4,Diego Laxalt ,26," D(L),M(CL)",6.37,AC Milan,178,68,6(12),615,-,-,2,-,0.3,77.7,0.3,-,-,-,0.3,0.4,0.4,0.3,-,0.6,0.6,1.4,0.3,0.8,-,0.6,0.5,0.2,-,-,0.4,17.4,77.7,0.4,0.8,0.1
5,Fabio Borini ,28," M(LR),FW",6.48,AC Milan,180,73,4(8),464,1,1,3,-,1.2,74.5,0.8,-,1,1,1.2,0.5,0.4,1.1,0.1,1.3,1.4,0.7,0.3,0.8,-,0.5,0.2,-,-,1,0.5,13.8,74.5,-,0.5,-
6,Franck Kessié ,22, M(C),6.96,AC Milan,183,74,26,2301,4,1,6,-,1.7,88.2,1.2,2,4,1,1.7,1.4,1.4,0.8,0.1,1.1,2,1.1,0.9,1.3,-,1.3,0.5,0.3,-,1,1.4,51.5,88.2,0.2,1.5,-
7,Giacomo Bonaventura ,29, M(CLR),7.16,AC Milan,180,75,8,651,3,1,-,-,3.4,88.7,1.1,-,3,1,3.4,1.3,1.3,1,0.1,1.3,1.5,0.8,0.9,0.6,-,0.9,0.6,-,-,1,1.3,45.4,88.7,0.3,1.9,-
8,Gianluigi Donnarumma ,20, GK,6.85,AC Milan,196,90,30,2621,-,-,2,-,-,82.3,0.4,4,-,-,-,0.1,-,-,-,-,-,-,-,-,-,0.9,-,-,-,-,0.1,27.9,82.3,-,5.8,-
9,Gonzalo Higuaín ,31, FW,6.85,AC Milan,186,89,15,1280,6,1,3,1,3.7,83.7,0.7,-,6,1,3.7,1.3,1.3,0.9,0.5,1.7,2.3,0.5,-,1,-,0.7,0.5,-,-,1,1.3,22.1,83.7,0.1,2.1,0.1
10,Hakan Calhanoglu ,25," M(CLR),FW",7.1,AC Milan,178,76,26(2),2222,1,6,2,-,2.5,85.0,0.6,-,1,6,2.5,2.1,1,1.2,0.1,1.1,1.9,1.6,0.8,0.7,-,0.3,0.6,0.1,-,6,2.1,47.5,85.0,0.7,3.8,0.1
11,Ignazio Abate ,32," D(R),M(R)",6.54,AC Milan,180,73,11(4),979,-,-,2,-,0.1,84.3,0.6,-,-,-,0.1,0.3,0.1,0.4,-,0.1,0.4,1.7,0.7,0.6,0.1,1.9,0.3,0.3,-,-,0.3,40.9,84.3,0.3,2.1,-
12,José Mauri ,22, M(C),6.29,AC Milan,169,63,2(2),143,-,-,-,-,0.8,88.1,0.3,-,-,-,0.8,0.3,0.8,0.5,-,0.8,0.5,0.8,0.3,1,-,-,0.3,-,-,-,0.3,21.0,88.1,-,0.8,-
